2020 Tract,ID,Population,Households,Male,Female,Employed,Unemployed,NLF,No education,Primary,Secondary,Graduate,Gen Z,Millennial,Gen X,Baby Boomer,Silent,Poverty Level,Low,Lower Middle,Median,Middle Middle,Upper Middle,High,HH Size,HH Num Kids
101110,CT-1011.1,3367,1505,0.49732,0.50268,0.625,0.052,0.323,0.00665,0.01962,0.32424,0.64948,0.18612,0.22852,0.25,0.26707,0.06828,0.17417,0.06406,0.15516,0.10711,0.16116,0.2032,0.13514,2.54,0.49
101122,CT-1011.22,3567,1341,0.47851,0.52149,0.645,0.092,0.263,0.02585,0.07788,0.26939,0.62688,0.20708,0.1419,0.23403,0.28663,0.13036,0.08509,0.04505,0.02603,0.20521,0.16416,0.21622,0.25826,3.07,0.45
101220,CT-1012.2,3144,1430,0.45616,0.54384,0.646,0.112,0.242,0.0223,0.06725,0.36806,0.5424,0.24352,0.21087,0.2607,0.22044,0.06447,0.25125,0.06406,0.14114,0.14915,0.10611,0.12112,0.16717,2.64,0.52
101221,CT-1012.21,3282,1513,0.54317,0.45683,0.542,0.065,0.393,0.02689,0.08103,0.37827,0.51382,0.25843,0.20478,0.23652,0.20983,0.09045,0.33966,0.07493,0.15085,0.13586,0.10589,0.12188,0.07093,2.46,0.45
101222,CT-1012.22,2197,969,0.50607,0.49393,0.638,0.109,0.253,0.03391,0.1012,0.253,0.61189,0.21057,0.24035,0.28272,0.1854,0.08096,0.43956,0.16184,0.12488,0.11988,0.04995,0.07493,0.02897,2.79,0.57
101300,CT-1013,3378,1419,0.49719,0.50281,0.534,0.049,0.417,0.01017,0.03082,0.33683,0.62218,0.13638,0.18647,0.21737,0.31617,0.14361,0.136,0.063,0.082,0.126,0.123,0.204,0.266,2.6,0.29
101400,CT-1014,2831,1336,0.4923,0.5077,0.613,0.066,0.321,0.01183,0.0355,0.27295,0.67972,0.18533,0.16414,0.27447,0.29633,0.07972,0.23,0.066,0.094,0.133,0.084,0.171,0.222,2.41,0.4
102103,CT-1021.03,1474,711,0.48698,0.51302,0.633,0.08,0.287,0.00073,0.00293,0.31163,0.68471,0.18674,0.29805,0.22506,0.22689,0.06326,0.10521,0.20541,0.12224,0.14529,0.1012,0.18136,0.13928,2.7,0.7
102104,CT-1021.04,3589,1340,0.43348,0.56652,0.569,0.075,0.356,0.01086,0.03224,0.19605,0.76086,0.22424,0.18064,0.24812,0.25253,0.09447,0.138,0.01,0.157,0.097,0.115,0.204,0.279,2.95,0.55
102105,CT-1021.05,1523,543,0.46967,0.53033,0.773,0.066,0.161,0.02239,0.06716,0.30149,0.60896,0.17775,0.24798,0.24052,0.28154,0.05221,0.16416,0.07708,0.06807,0.12513,0.22823,0.13113,0.20621,3.31,0.63
102107,CT-1021.07,3553,1232,0.48089,0.51911,0.592,0.138,0.27,0.01216,0.0368,0.30752,0.64352,0.21331,0.24658,0.18752,0.29404,0.05855,0.13914,0.03904,0.07007,0.21922,0.08809,0.18218,0.26226,3.13,0.5
103101,CT-1031.01,2100,930,0.53261,0.46739,0.705,0.073,0.222,0.01264,0.03741,0.28451,0.66544,0.14776,0.24794,0.20494,0.32983,0.06953,0.149,0.059,0.046,0.145,0.075,0.251,0.275,2.66,0.5
103102,CT-1031.02,4172,1664,0.48007,0.51993,0.632,0.097,0.271,0.01933,0.05772,0.38334,0.53961,0.19285,0.21542,0.24313,0.26123,0.08737,0.15185,0.09291,0.0959,0.18082,0.18881,0.18082,0.10889,2.83,0.42
103201,CT-1032.01,3365,1557,0.47639,0.52361,0.647,0.05,0.303,0.00778,0.02366,0.36552,0.60305,0.17277,0.21761,0.24822,0.26818,0.09322,0.203,0.082,0.107,0.143,0.052,0.313,0.1,2.37,0.43
103202,CT-1032.02,2162,697,0.53523,0.46477,0.56,0.033,0.407,0.01073,0.03169,0.28571,0.67187,0.15196,0.23005,0.16083,0.40608,0.05108,0.04004,0.06206,0.07307,0.04004,0.22222,0.28829,0.27427,3.68,0.67
103300,CT-1033,3090,1259,0.50832,0.49168,0.581,0.062,0.357,0.00369,0.01107,0.20007,0.78516,0.22722,0.14792,0.24942,0.28258,0.09285,0.118,0,0.065,0.157,0.122,0.16,0.378,2.95,0.62
103401,CT-1034.01,2280,1017,0.53505,0.46495,0.665,0.076,0.259,0.01314,0.0399,0.182,0.76496,0.1743,0.20172,0.232,0.29378,0.0982,0.0981,0.11211,0.04505,0.08909,0.08008,0.32232,0.25325,2.54,0.31
103402,CT-1034.02,3152,1379,0.51542,0.48458,0.673,0.037,0.29,0.00407,0.01221,0.27467,0.70905,0.13709,0.21662,0.2368,0.34688,0.06261,0.108,0.048,0.046,0.134,0.077,0.375,0.212,2.7,0.47
104103,CT-1041.03,3306,859,0.48954,0.51046,0.606,0.05,0.344,0.02351,0.07018,0.35123,0.55509,0.22815,0.3002,0.18459,0.20246,0.08461,0.06793,0.01898,0.22577,0.05694,0.09391,0.3027,0.23377,4.48,0.92
104105,CT-1041.05,4600,1525,0.45176,0.54824,0.583,0.099,0.318,0.057,0.1713,0.41879,0.35291,0.34312,0.20572,0.20821,0.17981,0.06314,0.26627,0.0981,0.13013,0.21221,0.13213,0.1001,0.06106,3.74,0.94
104108,CT-1041.08,4345,1340,0.53576,0.46424,0.674,0.071,0.255,0.05166,0.15527,0.4658,0.32728,0.30634,0.27293,0.20915,0.16603,0.04556,0.21922,0.13013,0.13013,0.16216,0.13814,0.09009,0.13013,4.14,1.04
104124,CT-1041.24,3201,1282,0.44679,0.55321,0.582,0.128,0.29,0.01725,0.0521,0.33238,0.59828,0.20397,0.23286,0.2171,0.27809,0.06799,0.22222,0.12613,0.07107,0.0961,0.18819,0.14715,0.14915,2.8,0.59
104201,CT-1042.01,3854,922,0.5301,0.4699,0.59,0.041,0.369,0.03833,0.11467,0.60352,0.24348,0.27238,0.29477,0.19557,0.18049,0.05679,0.14715,0.03804,0.16817,0.16817,0.13213,0.23123,0.11512,5.12,1.14
104203,CT-1042.03,4120,1155,0.49668,0.50332,0.632,0.056,0.312,0.05912,0.17706,0.517,0.24682,0.31255,0.27452,0.23753,0.13217,0.04323,0.34334,0.03504,0.12613,0.19019,0.04204,0.14314,0.12012,4.69,1.31
104204,CT-1042.04,3067,754,0.48751,0.51249,0.551,0.058,0.391,0.03735,0.11163,0.56494,0.28608,0.31615,0.23659,0.2506,0.12902,0.06764,0.103,0.195,0.145,0.089,0.216,0.137,0.115,4.39,1.15
104310,CT-1043.1,3790,932,0.49929,0.50071,0.682,0.056,0.262,0.05933,0.17767,0.5362,0.22679,0.31112,0.26796,0.21554,0.18595,0.01943,0.13213,0.02803,0.1041,0.14915,0.13814,0.25125,0.1972,5.32,1.53
104321,CT-1043.21,2628,983,0.46419,0.53581,0.55,0.044,0.406,0.03862,0.1154,0.6469,0.19908,0.27574,0.23982,0.19398,0.23606,0.0544,0.184,0.334,0.089,0.132,0.069,0.129,0.063,3.18,0.6
104322,CT-1043.22,1631,469,0.45137,0.54863,0.653,0.008,0.339,0.11905,0.3564,0.34747,0.17708,0.25229,0.24657,0.24886,0.24314,0.00915,0.072,0.041,0.09,0.424,0.026,0.183,0.164,4.23,1.08
104401,CT-1044.01,2427,632,0.47639,0.52361,0.612,0.041,0.347,0.07091,0.2122,0.47602,0.24088,0.33155,0.2359,0.16345,0.25125,0.01784,0.16817,0.07107,0.14715,0.20721,0.14715,0.12513,0.13413,4.96,1.39
104403,CT-1044.03,2215,576,0.47705,0.52295,0.661,0.087,0.252,0.06175,0.18578,0.47639,0.27608,0.23813,0.26126,0.22069,0.20933,0.07059,0.13627,0.07816,0.09018,0.22445,0.12725,0.21543,0.12826,4.73,1.02
104404,CT-1044.04,2845,761,0.50696,0.49304,0.606,0.076,0.318,0.08098,0.24251,0.39508,0.28143,0.33476,0.24068,0.21442,0.16952,0.04062,0.12713,0.15415,0.1962,0.14314,0.11411,0.17718,0.08809,4.72,1.31
104500,CT-1045,2165,611,0.53489,0.46511,0.692,0.035,0.273,0.07045,0.21193,0.42045,0.29716,0.29453,0.25381,0.23941,0.15097,0.06129,0.19,0.062,0.044,0.236,0.239,0.211,0.018,4.69,1.28
104610,CT-1046.1,2723,698,0.48287,0.51713,0.626,0.015,0.359,0.07091,0.21273,0.495,0.22136,0.30784,0.2575,0.18554,0.21071,0.0384,0.14815,0.13514,0.0971,0.22823,0.08909,0.14815,0.15415,4.98,1.36
104620,CT-1046.2,2852,694,0.50436,0.49564,0.639,0.071,0.29,0.06652,0.19912,0.52203,0.21233,0.29816,0.26351,0.20216,0.18245,0.05372,0.09491,0.12987,0.19481,0.09191,0.23776,0.05794,0.19281,5.11,1.18
104701,CT-1047.01,2960,886,0.47384,0.52616,0.554,0.084,0.362,0.07654,0.22961,0.46105,0.2328,0.39468,0.22084,0.2214,0.1342,0.02888,0.309,0.132,0.167,0.138,0.196,0.058,0,4.46,1.4
104703,CT-1047.03,1819,583,0.53278,0.46722,0.62,0.011,0.369,0.0318,0.0947,0.71237,0.16113,0.35944,0.269,0.26154,0.08811,0.02191,0.31331,0.12913,0.10811,0.12312,0.14915,0.10511,0.07207,4.13,1.14
104704,CT-1047.04,3283,1209,0.41812,0.58188,0.622,0.044,0.334,0.0316,0.0952,0.46625,0.40694,0.36445,0.2383,0.20651,0.13479,0.05595,0.27572,0.15085,0.17582,0.0969,0.11489,0.05495,0.13087,3.74,1.21
104821,CT-1048.21,2572,739,0.46328,0.53672,0.655,0.071,0.274,0.04127,0.12332,0.58205,0.25336,0.32071,0.26441,0.18331,0.18834,0.04323,0.172,0.064,0.137,0.172,0.181,0.123,0.151,4.42,1.15
104822,CT-1048.22,2032,650,0.51091,0.48909,0.64,0.064,0.296,0.06277,0.18769,0.5059,0.24363,0.30982,0.23663,0.23751,0.15381,0.06223,0.267,0.095,0.109,0.16,0.14,0.16,0.069,3.95,1.02
104823,CT-1048.23,2711,699,0.51503,0.48497,0.651,0.061,0.288,0.06905,0.20666,0.39667,0.32762,0.34695,0.18807,0.2847,0.12646,0.05383,0.14,0.086,0.104,0.092,0.176,0.209,0.193,5.04,1.59
104824,CT-1048.24,2044,508,0.51232,0.48768,0.652,0.034,0.314,0.02803,0.08352,0.51345,0.375,0.25534,0.27583,0.19001,0.24936,0.02946,0.13986,0.02398,0.07093,0.33267,0.04895,0.11788,0.26573,5.19,1.32
106010,CT-1060.1,2631,932,0.47648,0.52352,0.683,0.03,0.287,0.01514,0.04542,0.34645,0.59299,0.22146,0.2273,0.22387,0.2782,0.04917,0.039,0.038,0.074,0.167,0.185,0.138,0.359,3.7,0.98
106020,CT-1060.2,4508,1302,0.49903,0.50097,0.618,0.096,0.286,0.03114,0.09369,0.39207,0.4831,0.24789,0.26515,0.229,0.17807,0.07989,0.12412,0.03103,0.06206,0.18919,0.16116,0.24124,0.19119,3.95,0.63
106111,CT-1061.11,3684,1349,0.46748,0.53252,0.681,0.046,0.273,0.01392,0.04146,0.36541,0.57921,0.22108,0.22304,0.25571,0.26308,0.03709,0.0971,0.02503,0.08208,0.13313,0.14214,0.22222,0.2983,3.27,0.66
106112,CT-1061.12,4333,1345,0.46394,0.53606,0.637,0.024,0.339,0.02182,0.06572,0.38163,0.53084,0.25261,0.22313,0.24995,0.20246,0.07185,0.122,0.036,0.075,0.112,0.192,0.276,0.187,3.75,0.87
106113,CT-1061.13,3109,973,0.50081,0.49919,0.649,0.087,0.264,0.02589,0.07807,0.42612,0.46992,0.25869,0.21476,0.2696,0.20471,0.05225,0.037,0.058,0.069,0.177,0.16,0.239,0.26,3.7,0.86
106114,CT-1061.14,4938,1641,0.47909,0.52091,0.654,0.044,0.302,0.03129,0.09361,0.46069,0.41441,0.3538,0.21124,0.18522,0.2187,0.03104,0.17483,0.08691,0.15584,0.15884,0.17383,0.13187,0.11788,4,1.22
106403,CT-1064.03,2816,821,0.5066,0.4934,0.626,0.027,0.347,0.05327,0.16023,0.45218,0.33431,0.26539,0.23775,0.22927,0.2054,0.06219,0.114,0.084,0.072,0.191,0.184,0.192,0.163,4.23,1.02
106405,CT-1064.05,3453,1186,0.50636,0.49364,0.57,0.063,0.367,0.05109,0.15294,0.51234,0.28363,0.27934,0.21709,0.26224,0.20791,0.03342,0.15584,0.10689,0.06693,0.23377,0.23477,0.12887,0.07293,3.7,0.89
106406,CT-1064.06,5157,1811,0.49873,0.50127,0.721,0.018,0.261,0.03199,0.09573,0.43614,0.43614,0.25843,0.2453,0.19276,0.25595,0.04757,0.041,0.078,0.119,0.089,0.319,0.188,0.166,3.46,0.69
106407,CT-1064.07,2039,839,0.45569,0.54431,0.555,0.085,0.36,0.0494,0.14759,0.49337,0.30964,0.31218,0.19078,0.22843,0.15778,0.11083,0.43057,0.07892,0.11588,0.16983,0.12887,0.04296,0.03297,2.92,0.84
106408,CT-1064.08,2677,988,0.45578,0.54422,0.689,0.022,0.289,0.03036,0.09061,0.50474,0.37429,0.35074,0.31646,0.20243,0.11659,0.01377,0.165,0.142,0.18,0.19,0.099,0.14,0.084,3.85,1.36
106510,CT-1065.1,5035,1717,0.51883,0.48117,0.688,0.071,0.241,0.01764,0.05267,0.32656,0.60314,0.2838,0.23921,0.21003,0.2154,0.05157,0.13514,0.06907,0.04705,0.21822,0.06106,0.2953,0.17417,3.34,0.98
106520,CT-1065.2,4760,1435,0.48792,0.51208,0.591,0.028,0.381,0.04019,0.1203,0.48805,0.35146,0.29122,0.26936,0.19287,0.17274,0.07381,0.2028,0.08492,0.07493,0.14585,0.13187,0.25974,0.0999,3.96,0.88
106603,CT-1066.03,3044,1191,0.50601,0.49399,0.652,0.048,0.3,0.00684,0.02091,0.24183,0.73042,0.23609,0.18846,0.18787,0.3142,0.07337,0.049,0.029,0.056,0.111,0.091,0.208,0.456,3.04,0.65
106604,CT-1066.04,3512,1225,0.54899,0.45101,0.564,0.04,0.396,0.05123,0.15336,0.44943,0.34597,0.26364,0.1839,0.24595,0.19237,0.11413,0.09291,0.15085,0.17083,0.1978,0.15584,0.06394,0.16783,3.71,1.02
106641,CT-1066.41,1867,768,0.51827,0.48173,0.605,0.063,0.332,0.00488,0.01402,0.24024,0.74085,0.20266,0.18249,0.21446,0.25824,0.14215,0.16817,0.04004,0.05706,0.13313,0.08709,0.18218,0.33233,2.95,0.67
106642,CT-1066.42,2738,1144,0.44657,0.55343,0.652,0.053,0.295,0.00573,0.01677,0.17669,0.80082,0.20345,0.19482,0.22834,0.27912,0.09426,0.162,0.031,0.035,0.077,0.122,0.227,0.346,2.82,0.57
106643,CT-1066.43,3945,1378,0.42341,0.57659,0.576,0.072,0.352,0.0021,0.00661,0.21652,0.77477,0.20214,0.15336,0.23392,0.35647,0.05411,0.03704,0.00701,0.02202,0.05606,0.10811,0.16316,0.60661,3.27,0.57
106645,CT-1066.45,3414,1289,0.48509,0.51491,0.608,0.062,0.33,0.00678,0.02066,0.27202,0.70054,0.22074,0.15543,0.19808,0.33138,0.09437,0.118,0.029,0.04,0.116,0.141,0.227,0.329,3.22,0.73
106646,CT-1066.46,2592,963,0.48052,0.51948,0.565,0.064,0.371,0.00887,0.02704,0.3046,0.65948,0.16696,0.19306,0.1852,0.32642,0.12835,0.06593,0.03297,0.04396,0.1049,0.16983,0.23277,0.34965,2.98,0.52
106648,CT-1066.48,3415,1011,0.50915,0.49085,0.64,0.025,0.335,0.0528,0.158,0.50203,0.28716,0.36224,0.20703,0.2385,0.14675,0.04548,0.189,0.07,0.103,0.169,0.193,0.164,0.112,4.22,1.22
106649,CT-1066.49,2316,665,0.48663,0.51337,0.637,0.035,0.328,0.03763,0.11288,0.45045,0.39905,0.2902,0.17841,0.22588,0.22243,0.08308,0.10589,0.05095,0.10689,0.11688,0.16683,0.22278,0.22977,4.38,1.03
107010,CT-1070.1,2747,779,0.48628,0.51372,0.611,0.093,0.296,0.03941,0.11868,0.46453,0.37738,0.29822,0.27474,0.20832,0.16538,0.05334,0.08,0.122,0.071,0.258,0.205,0.185,0.079,4.12,0.91
107020,CT-1070.2,4352,1230,0.46571,0.53429,0.665,0.069,0.266,0.05169,0.15474,0.38395,0.40963,0.3861,0.2047,0.20872,0.17155,0.02893,0.171,0.037,0.098,0.153,0.185,0.23,0.126,4.67,1.53
108101,CT-1081.01,2012,773,0.51672,0.48328,0.591,0.052,0.357,0.01379,0.04136,0.20732,0.73754,0.13545,0.20598,0.19197,0.31901,0.14759,0.11688,0.03097,0.01399,0.07592,0.0969,0.24975,0.41558,2.97,0.4
108102,CT-1081.02,2786,1148,0.4746,0.5254,0.613,0.102,0.285,0.00949,0.02888,0.13291,0.82872,0.19446,0.14488,0.24501,0.27656,0.13909,0.106,0,0.084,0.125,0.149,0.218,0.318,2.89,0.58
108103,CT-1081.03,2718,1000,0.50487,0.49513,0.616,0.037,0.347,0.00424,0.0123,0.19389,0.78956,0.18255,0.1815,0.21949,0.32817,0.08829,0.04,0.029,0.053,0.084,0.151,0.243,0.4,3.08,0.45
108104,CT-1081.04,1360,575,0.47415,0.52585,0.57,0.021,0.409,0.00258,0.00861,0.15835,0.83046,0.26667,0.09778,0.2527,0.28127,0.10159,0.03,0.03,0.057,0.083,0.082,0.217,0.501,3.16,0.87
108202,CT-1082.02,6217,2872,0.48613,0.51387,0.723,0.039,0.238,0.00633,0.01918,0.17258,0.80192,0.23612,0.19695,0.28997,0.21709,0.05987,0.078,0.057,0.088,0.128,0.072,0.14,0.437,2.84,0.75
108203,CT-1082.03,2797,1130,0.52643,0.47357,0.599,0.038,0.363,0.00332,0.00995,0.17199,0.81475,0.23796,0.12759,0.22743,0.31675,0.09027,0.04012,0.04313,0.08124,0.13039,0.09729,0.18957,0.41825,2.9,0.56
108204,CT-1082.04,1437,629,0.49076,0.50924,0.65,0.036,0.314,0.00598,0.01719,0.07922,0.89761,0.21087,0.17622,0.28076,0.26941,0.06272,0.051,0,0.059,0.132,0.076,0.289,0.393,3.01,0.84
109100,CT-1091,2276,864,0.49943,0.50057,0.529,0.058,0.413,0.04004,0.12012,0.43753,0.40232,0.15439,0.19909,0.18543,0.24338,0.21772,0.198,0.142,0.071,0.11,0.206,0.141,0.132,2.82,0.5
109200,CT-1092,2209,1004,0.60925,0.39075,0.733,0.034,0.233,0.00584,0.01804,0.3321,0.64403,0.28075,0.2089,0.2132,0.24444,0.05271,0.09581,0.00299,0.07585,0.10878,0.07485,0.44112,0.2006,2.73,0.65
109300,CT-1093,2496,959,0.50138,0.49862,0.664,0.051,0.285,0.00962,0.02932,0.34814,0.61292,0.20297,0.21636,0.23457,0.24312,0.10297,0.038,0.107,0.064,0.105,0.22,0.237,0.229,3,0.52
109400,CT-1094,3584,1151,0.47453,0.52547,0.619,0.029,0.352,0.04175,0.12491,0.39404,0.4393,0.26413,0.23032,0.23587,0.17961,0.09007,0.18018,0.08008,0.07808,0.08308,0.21722,0.24925,0.11211,3.51,0.65
109500,CT-1095,3472,1027,0.48623,0.51377,0.595,0.053,0.352,0.0601,0.17994,0.44714,0.31282,0.36206,0.21951,0.19228,0.14871,0.07743,0.154,0.122,0.17,0.259,0.107,0.1,0.088,4.58,1.43
109601,CT-1096.01,4101,1346,0.50236,0.49764,0.615,0.112,0.273,0.01708,0.05152,0.36758,0.56382,0.23805,0.23242,0.23309,0.1986,0.09784,0.09619,0.06613,0.10321,0.10321,0.17836,0.27054,0.18236,3.62,0.69
109603,CT-1096.03,3525,1299,0.45452,0.54548,0.636,0.049,0.315,0.01946,0.05874,0.38783,0.53397,0.26469,0.24359,0.18002,0.21528,0.09642,0.29071,0.08092,0.03796,0.18681,0.1019,0.17882,0.12288,3.26,0.72
109604,CT-1096.04,2557,891,0.47395,0.52605,0.758,0.074,0.168,0.01787,0.05405,0.36922,0.55886,0.23851,0.28053,0.20438,0.18499,0.09159,0.16817,0.04404,0.09209,0.0951,0.15916,0.28128,0.16016,3.38,0.65
109700,CT-1097,4015,1451,0.51682,0.48318,0.646,0.065,0.289,0.02033,0.06099,0.24664,0.67205,0.24792,0.238,0.22622,0.21307,0.07479,0.126,0.038,0.071,0.103,0.15,0.232,0.28,3.25,0.61
109800,CT-1098,4191,1519,0.47711,0.52289,0.652,0.057,0.291,0.02264,0.06765,0.37234,0.53737,0.2204,0.2135,0.2163,0.23248,0.11732,0.11289,0.05694,0.10889,0.17582,0.13287,0.27972,0.13287,3.4,0.75
111100,CT-1111,2647,950,0.50507,0.49493,0.651,0.043,0.306,0.01911,0.05687,0.28708,0.63694,0.25619,0.21492,0.25688,0.20839,0.06362,0.084,0.054,0.078,0.107,0.121,0.328,0.228,3.29,0.64
111201,CT-1112.01,2933,1061,0.52905,0.47095,0.625,0.062,0.313,0.01237,0.0371,0.2399,0.71063,0.23717,0.2021,0.25948,0.18585,0.1154,0.09091,0.07592,0.05395,0.09491,0.17083,0.15584,0.35764,3.25,0.69
111202,CT-1112.02,4742,1853,0.55462,0.44538,0.624,0.096,0.28,0.0106,0.03205,0.27194,0.6854,0.22778,0.19784,0.30487,0.17968,0.08984,0.09209,0.07007,0.05906,0.09009,0.13213,0.21722,0.33934,2.95,0.62
111204,CT-1112.04,5026,1867,0.51041,0.48959,0.644,0.043,0.313,0.00798,0.02371,0.1892,0.77912,0.21978,0.15049,0.2196,0.31324,0.0969,0.035,0.024,0.076,0.079,0.107,0.162,0.517,3.16,0.58
111205,CT-1112.05,3115,1327,0.43227,0.56773,0.745,0.053,0.202,0.00261,0.00746,0.07796,0.91197,0.2689,0.27789,0.20202,0.18292,0.06828,0.06012,0.03607,0.06613,0.33868,0.11623,0.16834,0.21443,2.94,0.69
111206,CT-1112.06,3732,1423,0.5322,0.4678,0.611,0.034,0.355,0.00305,0.00945,0.25815,0.72935,0.19702,0.18189,0.23623,0.27891,0.10596,0.05,0.054,0.091,0.064,0.127,0.22,0.394,3.02,0.59
111302,CT-1113.02,4718,1853,0.47154,0.52846,0.665,0.039,0.296,0.00826,0.02452,0.23696,0.73025,0.23742,0.25634,0.20282,0.21952,0.0839,0.176,0.136,0.074,0.139,0.11,0.165,0.2,2.72,0.42
111303,CT-1113.03,3833,1446,0.55098,0.44902,0.605,0.065,0.33,0.00391,0.01206,0.20965,0.77437,0.2901,0.1948,0.23788,0.22407,0.05315,0.12987,0.09491,0.01898,0.16484,0.12787,0.20779,0.25574,3.28,1.05
111304,CT-1113.04,2432,1258,0.51744,0.48256,0.794,0.034,0.172,0.01388,0.04163,0.2443,0.7002,0.26092,0.35511,0.23471,0.11318,0.03608,0.28971,0.05395,0.11788,0.11788,0.23676,0.12288,0.06094,2.19,0.35
111401,CT-1114.01,1996,681,0.46451,0.53549,0.675,0.02,0.305,0.00696,0.02147,0.23041,0.74115,0.18527,0.23628,0.2719,0.21992,0.08662,0.059,0.026,0.015,0.179,0.093,0.341,0.287,3.43,0.74
111402,CT-1114.02,5479,2214,0.43336,0.56664,0.651,0.077,0.272,0.03077,0.0921,0.41033,0.46681,0.24792,0.24646,0.17755,0.20541,0.12266,0.273,0.076,0.224,0.19,0.08,0.059,0.098,2.89,0.52
113101,CT-1131.01,3186,1150,0.44708,0.55292,0.597,0.063,0.34,0.01091,0.03236,0.30618,0.65055,0.20018,0.13011,0.199,0.25699,0.21372,0.115,0.038,0.07,0.154,0.072,0.25,0.301,2.93,0.41
113102,CT-1131.02,2445,957,0.53503,0.46497,0.601,0.054,0.345,0.00903,0.02758,0.17689,0.7865,0.21437,0.16824,0.19244,0.29263,0.13233,0.06893,0.01299,0.03297,0.10689,0.06993,0.18681,0.52148,2.89,0.44
113211,CT-1132.11,3852,1686,0.43949,0.56051,0.623,0.039,0.338,0.00543,0.01598,0.20139,0.77721,0.17088,0.15824,0.29601,0.26542,0.10945,0.0959,0.05594,0.03996,0.1019,0.27872,0.1998,0.22777,2.5,0.45
113212,CT-1132.12,2647,957,0.50967,0.49033,0.687,0.046,0.267,0.01245,0.03781,0.34025,0.6095,0.23358,0.1977,0.23645,0.1934,0.13886,0.06607,0.05205,0.14214,0.11512,0.17117,0.17217,0.28128,3.01,0.52
113213,CT-1132.13,4668,1714,0.47771,0.52229,0.685,0.017,0.298,0.00826,0.02453,0.25282,0.71439,0.24596,0.23404,0.20885,0.24288,0.06827,0.09,0.061,0.071,0.1,0.125,0.215,0.338,3.22,0.72
113231,CT-1132.31,1910,868,0.50637,0.49363,0.679,0.082,0.239,0.0062,0.01918,0.15341,0.82121,0.16793,0.12856,0.27751,0.30171,0.12429,0.07107,0.05005,0.06206,0.1011,0.13113,0.23724,0.34735,2.62,0.49
113232,CT-1132.32,3811,1492,0.50319,0.49681,0.643,0.048,0.309,0.00442,0.01326,0.17035,0.81197,0.16147,0.17694,0.23833,0.32393,0.09933,0.063,0.011,0.038,0.115,0.097,0.264,0.412,2.81,0.55
113234,CT-1132.34,4104,1609,0.50574,0.49426,0.653,0.077,0.27,0.02796,0.08359,0.3643,0.52415,0.26487,0.22062,0.20644,0.23142,0.07665,0.19419,0.06807,0.11912,0.20621,0.07307,0.19319,0.14615,3.3,0.9
113237,CT-1132.37,4205,1593,0.46823,0.53177,0.605,0.048,0.347,0.00381,0.01171,0.18823,0.79624,0.19849,0.2136,0.21005,0.28429,0.09358,0.0999,0.07792,0.08791,0.05295,0.10889,0.12288,0.44955,3.14,0.69
113238,CT-1132.38,3690,1409,0.45073,0.54927,0.733,0.013,0.254,0.01603,0.0481,0.36649,0.56937,0.28643,0.26606,0.27349,0.1407,0.03332,0.129,0.123,0.152,0.248,0.084,0.12,0.144,3.06,0.53
113239,CT-1132.39,1878,878,0.49153,0.50847,0.732,0.057,0.211,0.01156,0.03535,0.32971,0.62339,0.27955,0.30949,0.11416,0.18671,0.1101,0.23524,0.14815,0.24725,0.24024,0.04404,0.08509,0,2.49,0.48
113301,CT-1133.01,3312,1366,0.54607,0.45393,0.57,0.069,0.361,0.00741,0.02183,0.15283,0.81793,0.29336,0.17428,0.16671,0.22275,0.1429,0.129,0.041,0.049,0.19,0.147,0.075,0.369,2.87,0.61
113303,CT-1133.03,3229,1265,0.52236,0.47764,0.626,0.055,0.319,0.01134,0.03438,0.27189,0.68238,0.19298,0.18804,0.18979,0.3137,0.1155,0.155,0.029,0.102,0.145,0.141,0.233,0.195,2.84,0.56
113322,CT-1133.22,3925,1561,0.48376,0.51624,0.601,0.028,0.371,0.00789,0.02338,0.20602,0.76271,0.20118,0.19076,0.22725,0.2955,0.08531,0.06406,0.07808,0.09009,0.16717,0.13013,0.25626,0.21421,2.89,0.64
113323,CT-1133.23,3497,1511,0.48871,0.51129,0.818,0.121,0.061,0.0069,0.0207,0.25397,0.71843,0.26211,0.30689,0.21026,0.18696,0.03378,0.183,0.034,0.096,0.177,0.17,0.268,0.072,2.64,0.42
113324,CT-1133.24,1917,1001,0.55626,0.44374,0.729,0.026,0.245,0,0,0.33065,0.66935,0.31649,0.2975,0.26339,0.10233,0.02029,0.05495,0.02398,0.05694,0.17283,0.4036,0.17283,0.11489,2.84,0.98
113423,CT-1134.23,2348,869,0.45409,0.54591,0.639,0.076,0.285,0.01025,0.03074,0.25836,0.70065,0.27877,0.24357,0.25306,0.20206,0.02254,0.11577,0.05289,0.03792,0.18164,0.18762,0.14271,0.28144,3.47,0.95
113424,CT-1134.24,2976,1065,0.55139,0.44861,0.625,0.03,0.345,0.00995,0.03025,0.23545,0.72435,0.19277,0.29296,0.16741,0.19975,0.14711,0.171,0.047,0.115,0.089,0.1,0.206,0.272,3.15,0.61
113425,CT-1134.25,3316,1365,0.49263,0.50737,0.76,0.066,0.174,0.0214,0.06458,0.35728,0.55674,0.34683,0.27839,0.24378,0.11997,0.01102,0.113,0.097,0.218,0.307,0.143,0.105,0.017,3.23,0.95
