2020 Tract,ID,Population,Households,Male,Female,Employed,Unemployed,NLF,No education,Primary,Secondary,Graduate,Gen Z,Millennial,Gen X,Baby Boomer,Silent,Poverty Level,Low,Lower Middle,Median,Middle Middle,Upper Middle,High,HH Size,HH Num Kids
204200,CT-2042,2739,988,0.51671,0.48329,0.63,0.067,0.303,0.06891,0.20625,0.49727,0.22757,0.369,0.2562,0.19304,0.136,0.04576,0.31768,0.13886,0.23177,0.16583,0.05694,0.07592,0.01299,3.66,1.07
204300,CT-2043,4426,1357,0.48075,0.51925,0.573,0.073,0.354,0.0706,0.21152,0.48958,0.2283,0.32272,0.19459,0.18639,0.20861,0.08769,0.27473,0.08891,0.12687,0.21978,0.14585,0.1009,0.04296,4.14,1.09
204410,CT-2044.1,2279,668,0.4708,0.5292,0.587,0.043,0.37,0.07267,0.21856,0.45724,0.25154,0.33561,0.19947,0.20781,0.17217,0.08495,0.304,0.042,0.076,0.127,0.24,0.178,0.033,4.18,1.05
204420,CT-2044.2,2306,871,0.50356,0.49644,0.566,0.07,0.364,0.07294,0.21938,0.47049,0.23719,0.33472,0.21685,0.22554,0.14998,0.07291,0.32667,0.20879,0.11588,0.16883,0.06394,0.06494,0.05095,3.23,0.85
204600,CT-2046,3165,1144,0.44908,0.55092,0.605,0.119,0.276,0.04832,0.14455,0.48526,0.32187,0.38254,0.21393,0.2072,0.15022,0.0461,0.32967,0.2048,0.06494,0.16683,0.05894,0.06993,0.1049,3.72,1.13
204700,CT-2047,4286,1237,0.4788,0.5212,0.65,0.096,0.254,0.05917,0.1775,0.49432,0.26902,0.32896,0.25777,0.23013,0.10145,0.08169,0.16316,0.16917,0.0971,0.15916,0.15516,0.13313,0.12312,4.57,1.28
204810,CT-2048.1,3861,1301,0.54145,0.45855,0.537,0.072,0.391,0.0704,0.21155,0.43199,0.28606,0.35799,0.21653,0.21096,0.17866,0.03587,0.181,0.164,0.21,0.179,0.154,0.084,0.028,3.78,1.03
204820,CT-2048.2,1658,517,0.5418,0.4582,0.656,0.019,0.325,0.04744,0.14308,0.48585,0.32364,0.3314,0.27775,0.18411,0.10994,0.09679,0.103,0.228,0.18,0.079,0.205,0.128,0.077,4.13,1.14
204910,CT-2049.1,2672,968,0.48082,0.51918,0.607,0.091,0.302,0.05484,0.165,0.47115,0.30901,0.32743,0.24639,0.21063,0.1729,0.04265,0.31532,0.0961,0.22723,0.11211,0.10711,0.06406,0.07808,3.59,1.1
204920,CT-2049.2,2180,667,0.5329,0.4671,0.577,0.072,0.351,0.06999,0.20941,0.46529,0.25532,0.29276,0.2127,0.22806,0.16741,0.09907,0.1992,0.13213,0.12012,0.16917,0.1992,0.11411,0.06607,4.19,1.1
205110,CT-2051.1,2740,833,0.51582,0.48418,0.684,0.101,0.215,0.07964,0.23939,0.49118,0.18979,0.35628,0.2868,0.22176,0.12278,0.01237,0.15215,0.12513,0.22923,0.19119,0.17518,0.1031,0.02402,4.44,1.33
205120,CT-2051.2,2699,890,0.37613,0.62387,0.622,0.138,0.24,0.07367,0.22151,0.40766,0.29715,0.3958,0.23943,0.21083,0.11561,0.03833,0.41,0.19,0.108,0.1,0.131,0.033,0.028,4.22,1.44
206010,CT-2060.1,3463,1418,0.44554,0.55446,0.642,0.138,0.22,0.06043,0.18129,0.32878,0.4295,0.23269,0.25497,0.2861,0.16425,0.062,0.34635,0.07608,0.12713,0.12713,0.14515,0.07708,0.1011,2.78,0.47
206020,CT-2060.2,9470,281,0.9637,0.0363,0.047,0.018,0.935,0.01191,0.03572,0.64303,0.30934,0.25639,0.45523,0.22513,0.06262,0.00063,0.082,0,0.043,0.189,0.146,0.391,0.149,1.99,0.05
206050,CT-2060.5,1824,821,0.42062,0.57938,0.532,0.101,0.367,0.06317,0.18952,0.43934,0.30797,0.30979,0.17205,0.18618,0.17104,0.16095,0.44845,0.04805,0.11411,0.20721,0.0961,0.05806,0.02803,2.61,0.6
206051,CT-2060.51,1373,909,0.54235,0.45765,0.811,0.045,0.144,0,0,0.15188,0.84812,0.07609,0.52029,0.23913,0.15725,0.00725,0.08292,0.07792,0.00999,0.17383,0.14186,0.27473,0.23876,1.55,0.04
206052,CT-2060.52,2690,1645,0.5836,0.4164,0.86,0.04,0.1,0.00426,0.01236,0.07076,0.91262,0.18067,0.60409,0.14015,0.07509,0,0.186,0.063,0.088,0.069,0.098,0.257,0.239,1.73,0.1
206053,CT-2060.53,2425,1197,0.43928,0.56072,0.556,0.059,0.385,0.05107,0.15367,0.50371,0.29155,0.21228,0.22838,0.19169,0.17222,0.19543,0.47253,0.07093,0.10889,0.10789,0.09491,0.10789,0.03696,2.45,0.54
206054,CT-2060.54,1992,621,0.46736,0.53264,0.601,0.056,0.343,0.05809,0.17427,0.43914,0.32849,0.39607,0.19974,0.21852,0.14469,0.04097,0.198,0.132,0.266,0.174,0.045,0.143,0.042,4.13,1.29
206201,CT-2062.01,2106,1240,0.65506,0.34494,0.61,0.151,0.239,0.00326,0.01031,0.34582,0.64061,0.16527,0.2883,0.27669,0.22934,0.04039,0.446,0.04,0.105,0.076,0.077,0.16,0.096,1.47,0.06
206202,CT-2062.02,1655,1195,0.41299,0.58701,0.391,0.094,0.515,0.00556,0.01729,0.35825,0.6189,0.03505,0.20423,0.19577,0.30453,0.26042,0.65569,0.04291,0.05289,0.04391,0.05788,0.12375,0.02295,1.37,0.06
206301,CT-2063.01,1852,1138,0.74237,0.25763,0.224,0.28,0.496,0.00546,0.01638,0.50137,0.47679,0.0205,0.12513,0.35329,0.411,0.09008,0.891,0.073,0,0.018,0.018,0,0,1.05,0.01
206302,CT-2063.02,2376,640,0.72,0.28,0.239,0.391,0.37,0.00862,0.02628,0.58509,0.38001,0.03577,0.19487,0.3851,0.36616,0.0181,0.91209,0.06593,0,0.02198,0,0,0,0,0.04
206303,CT-2063.03,1968,564,0.69231,0.30769,0.178,0.427,0.395,0.04246,0.12739,0.5414,0.28875,0.05719,0.23431,0.32287,0.32692,0.0587,0.89,0.069,0.041,0,0,0,0,1.13,0.04
207101,CT-2071.01,3411,1742,0.45776,0.54224,0.662,0.06,0.278,0.02994,0.09017,0.20721,0.67268,0.20435,0.40502,0.14197,0.15778,0.09088,0.32533,0.06707,0.0961,0.11912,0.13013,0.20821,0.05405,2.24,0.31
207102,CT-2071.02,2921,1386,0.4508,0.5492,0.561,0.104,0.335,0.05491,0.16433,0.31792,0.46284,0.232,0.26588,0.20789,0.16194,0.13229,0.44655,0.14585,0.03796,0.12587,0.07393,0.09291,0.07692,2.29,0.34
207103,CT-2071.03,1899,925,0.5,0.5,0.644,0.112,0.244,0.05081,0.15242,0.27771,0.51905,0.16246,0.26795,0.22932,0.25805,0.08222,0.42943,0.08308,0.14915,0.07908,0.0971,0.10711,0.05506,2.31,0.31
207303,CT-2073.03,2114,1610,0.59671,0.40329,0.65,0.048,0.302,0.00716,0.02201,0.22774,0.74309,0.1372,0.44245,0.20488,0.1174,0.09807,0.42943,0.04505,0.08809,0.11011,0.04505,0.1011,0.18118,1.36,0.05
207304,CT-2073.04,2003,1698,0.72305,0.27695,0.605,0.178,0.217,0.01049,0.03091,0.15839,0.80022,0.11283,0.24264,0.26211,0.38243,0,0.712,0,0,0.061,0.043,0.114,0.07,1.19,0.01
207305,CT-2073.05,961,640,0.63788,0.36212,0.878,0.068,0.054,0.02463,0.07389,0.17611,0.72537,0.18939,0.52133,0.18939,0.0999,0,0.053,0.05,0.181,0.22,0.152,0.152,0.192,1.5,0.14
207306,CT-2073.06,1828,1345,0.5985,0.4015,0.635,0.073,0.292,0.01601,0.04746,0.12121,0.81532,0.08578,0.46254,0.26764,0.16992,0.01412,0.39461,0.05994,0.17283,0.05295,0.09391,0.07193,0.15385,1.28,0.03
207307,CT-2073.07,1381,1142,0.73947,0.26053,0.563,0.099,0.338,0,0,0.25298,0.74702,0.10526,0.49263,0.22175,0.18035,0,0.5994,0.09191,0.02198,0.11988,0.02997,0.10689,0.02997,1.25,0.04
207308,CT-2073.08,1293,830,0.51474,0.48526,0.814,0.085,0.101,0.00258,0.00687,0.05842,0.93213,0.16175,0.57521,0.18972,0.06274,0.01058,0.136,0,0.087,0.117,0.187,0.322,0.151,1.59,0.04
207400,CT-2074,1517,467,0.69549,0.30451,0.445,0.12,0.435,0.00306,0.00841,0.35245,0.63609,0.18717,0.52356,0.21924,0.06217,0.00785,0.242,0.019,0.094,0.099,0.146,0.199,0.201,1.94,0.18
207501,CT-2075.01,2015,1314,0.5068,0.4932,0.782,0.067,0.151,0,0,0.04154,0.95846,0.10428,0.4786,0.28333,0.10871,0.02509,0.21643,0.11022,0.08517,0.13026,0.08417,0.15832,0.21543,1.62,0.1
207502,CT-2075.02,2998,2297,0.45443,0.54557,0.423,0.057,0.52,0.02835,0.08471,0.22983,0.6571,0.04011,0.2413,0.11336,0.1475,0.45774,0.592,0.03,0.022,0.057,0.061,0.089,0.149,1.34,0.03
207711,CT-2077.11,1621,1182,0.54907,0.45093,0.831,0.045,0.124,0.00384,0.01216,0.11196,0.87204,0.08064,0.49847,0.26634,0.12828,0.02627,0.06294,0.21079,0.02897,0.06094,0.02398,0.17882,0.43357,1.35,0.05
207712,CT-2077.12,3387,2534,0.43182,0.56818,0.683,0.038,0.279,0.02007,0.05989,0.1846,0.73544,0.15053,0.47946,0.12471,0.10505,0.14026,0.30931,0.01502,0.06707,0.07808,0.11712,0.15115,0.26226,1.37,0.03
207901,CT-2079.01,2469,1510,0.53873,0.46127,0.643,0.06,0.297,0.00495,0.01534,0.10391,0.8758,0.24493,0.43994,0.15367,0.11115,0.05031,0.324,0.052,0.06,0.105,0.085,0.096,0.278,1.71,0.14
207902,CT-2079.02,5560,3377,0.5308,0.4692,0.799,0.068,0.133,0.00408,0.01248,0.06354,0.9199,0.25481,0.48361,0.20884,0.049,0.00374,0.174,0.029,0.108,0.063,0.071,0.259,0.296,1.59,0.08
208001,CT-2080.01,2166,1152,0.55104,0.44896,0.787,0.062,0.151,0.01514,0.0449,0.17911,0.76085,0.17111,0.57689,0.18222,0.04133,0.02844,0.344,0,0.082,0.084,0.214,0.179,0.097,2.09,0.21
208002,CT-2080.02,3534,1321,0.5248,0.4752,0.607,0.102,0.291,0.04985,0.14988,0.40492,0.39536,0.30585,0.30585,0.18938,0.13947,0.05946,0.36464,0.05395,0.23177,0.12887,0.06993,0.07792,0.07293,3.72,1.1
208301,CT-2083.01,1632,579,0.53165,0.46835,0.761,0.06,0.179,0.08616,0.25849,0.4604,0.19495,0.4193,0.24805,0.20239,0.11157,0.01868,0.27972,0.08492,0.13487,0.25674,0.09191,0.12288,0.02897,3.63,1.02
208302,CT-2083.02,4242,1875,0.46667,0.53333,0.682,0.067,0.251,0.06164,0.18465,0.36159,0.39212,0.28091,0.30631,0.23624,0.1304,0.04615,0.34835,0.08408,0.09009,0.1992,0.13814,0.09209,0.04805,2.75,0.62
208401,CT-2084.01,3903,1523,0.57437,0.42563,0.708,0.098,0.194,0.07855,0.23596,0.29182,0.39367,0.22947,0.31397,0.18924,0.17972,0.0876,0.329,0.07,0.144,0.295,0.036,0.111,0.015,3.03,0.51
208402,CT-2084.02,2373,839,0.48676,0.51324,0.67,0.045,0.285,0.04224,0.12619,0.3189,0.51267,0.30072,0.24422,0.23398,0.16989,0.05119,0.21543,0.09519,0.18637,0.13928,0.1503,0.1012,0.11222,3.56,0.85
208501,CT-2085.01,2207,884,0.49756,0.50244,0.714,0.059,0.227,0.03877,0.11686,0.25471,0.58966,0.21771,0.26609,0.24363,0.20302,0.06955,0.194,0.066,0.133,0.236,0.105,0.128,0.138,2.77,0.37
208502,CT-2085.02,3630,1492,0.45344,0.54656,0.674,0.055,0.271,0.05935,0.17838,0.34413,0.41814,0.27905,0.26015,0.19889,0.22763,0.03428,0.26527,0.0971,0.28228,0.16016,0.12112,0.05506,0.01902,2.89,0.64
208610,CT-2086.1,3671,1542,0.50205,0.49795,0.724,0.078,0.198,0.02741,0.08194,0.32105,0.5696,0.19854,0.34694,0.22021,0.18922,0.0451,0.16683,0.06194,0.17283,0.21578,0.20679,0.10789,0.06793,2.77,0.53
208620,CT-2086.2,3508,1632,0.47548,0.52452,0.727,0.077,0.196,0.02139,0.06386,0.28768,0.62708,0.18883,0.36959,0.20629,0.17754,0.05775,0.27373,0.09291,0.10689,0.17083,0.16084,0.13187,0.06294,2.61,0.55
208710,CT-2087.1,4486,2112,0.49124,0.50876,0.719,0.073,0.208,0.01414,0.04218,0.2394,0.70429,0.14715,0.31701,0.21358,0.23775,0.08451,0.153,0.098,0.119,0.241,0.161,0.161,0.067,2.43,0.37
208720,CT-2087.2,3140,1544,0.54351,0.45649,0.733,0.099,0.168,0.06285,0.18893,0.35454,0.39368,0.24576,0.3227,0.24576,0.15506,0.03072,0.333,0.21,0.117,0.172,0.072,0.061,0.035,2.43,0.46
208801,CT-2088.01,2874,1337,0.48904,0.51096,0.596,0.013,0.391,0.05139,0.15458,0.29465,0.49938,0.24443,0.2722,0.23055,0.15531,0.09751,0.3013,0.09309,0.23824,0.14414,0.11411,0.10911,0,2.4,0.35
208802,CT-2088.02,2431,1478,0.52411,0.47589,0.729,0.062,0.209,0.02486,0.07413,0.28177,0.61924,0.20634,0.36439,0.19653,0.16824,0.0645,0.328,0.152,0.115,0.194,0.141,0.034,0.036,2.06,0.44
208902,CT-2089.02,1994,658,0.63172,0.36828,0.753,0.076,0.171,0.1283,0.38491,0.33396,0.15283,0.32691,0.34181,0.21735,0.08852,0.02542,0.27972,0.21279,0.21079,0.12488,0.03996,0.0989,0.03297,3.79,1.06
208903,CT-2089.03,3177,1083,0.62506,0.37494,0.726,0.067,0.207,0.10607,0.31861,0.37309,0.20223,0.33047,0.35481,0.1638,0.11856,0.03236,0.37237,0.05506,0.15916,0.1952,0.12813,0.08008,0.01001,3.5,0.82
208904,CT-2089.04,3151,1393,0.48425,0.51575,0.656,0.046,0.298,0.08096,0.24325,0.49766,0.17812,0.26257,0.32486,0.17322,0.14891,0.09044,0.53353,0.06607,0.16416,0.1011,0.11812,0.00701,0.01001,2.94,0.8
209103,CT-2091.03,2663,1105,0.53046,0.46954,0.636,0.07,0.294,0.08706,0.2607,0.42341,0.22883,0.32586,0.28204,0.22504,0.12125,0.0458,0.433,0.225,0.167,0.126,0.02,0.024,0.005,3.25,1.01
209104,CT-2091.04,1939,962,0.52375,0.47625,0.635,0.045,0.32,0.06703,0.20048,0.42452,0.30797,0.26127,0.28013,0.22171,0.18951,0.04738,0.44056,0.14885,0.12488,0.15884,0.06793,0.02697,0.03197,2.47,0.63
209105,CT-2091.05,2606,1095,0.57848,0.42152,0.65,0.087,0.263,0.09443,0.2838,0.36779,0.25398,0.394,0.31363,0.14321,0.13133,0.01782,0.416,0.206,0.14,0.135,0.077,0,0.026,3.5,1.25
209106,CT-2091.06,2004,1152,0.55556,0.44444,0.746,0.051,0.203,0.01608,0.04825,0.31614,0.61952,0.16731,0.4646,0.17604,0.15567,0.03637,0.348,0.115,0.187,0.13,0.064,0.122,0.034,1.98,0.28
209201,CT-2092.01,2810,1756,0.5422,0.4578,0.785,0.005,0.21,0,0,0.12442,0.87558,0.20713,0.4686,0.22406,0.07833,0.02188,0.15616,0.04505,0.06406,0.16016,0.14915,0.23123,0.19419,1.72,0.13
209202,CT-2092.02,1090,568,0.57668,0.42332,0.723,0.055,0.222,0.01526,0.04695,0.41784,0.51995,0.42937,0.30271,0.20946,0.05846,0,0.33467,0.13187,0.22378,0.23177,0.04595,0,0.03197,2.82,1.03
209300,CT-2093,4117,2166,0.51611,0.48389,0.666,0.06,0.274,0.05165,0.15466,0.38725,0.40643,0.27113,0.28578,0.23097,0.19215,0.01997,0.43457,0.16583,0.0989,0.15884,0.07692,0.04595,0.01898,2.35,0.51
209401,CT-2094.01,3332,1555,0.49428,0.50572,0.59,0.068,0.342,0.07558,0.22709,0.41219,0.28514,0.27928,0.20799,0.21522,0.22005,0.07746,0.425,0.126,0.125,0.198,0.096,0.03,0,2.42,0.56
209402,CT-2094.02,3263,1191,0.67594,0.32406,0.77,0.11,0.12,0.11594,0.3474,0.34207,0.19459,0.35823,0.31107,0.17993,0.12077,0.02999,0.365,0.09,0.168,0.204,0.118,0.055,0,3.3,0.91
209403,CT-2094.03,3674,1507,0.52373,0.47627,0.635,0.094,0.271,0.06288,0.18831,0.41537,0.33344,0.28981,0.24035,0.18835,0.22048,0.06101,0.54046,0.14486,0.15784,0.04595,0.04995,0.03097,0.02997,3.01,0.76
209510,CT-2095.1,2466,995,0.51473,0.48527,0.643,0.056,0.301,0.06878,0.20587,0.37181,0.35354,0.28577,0.30783,0.21139,0.16192,0.0331,0.371,0.15,0.173,0.148,0.074,0.063,0.021,3,0.65
209520,CT-2095.2,2144,946,0.54941,0.45059,0.74,0.105,0.155,0.06264,0.18851,0.41782,0.33103,0.30401,0.31392,0.2119,0.1487,0.02148,0.29541,0.19561,0.24651,0.14671,0.04691,0.03393,0.03493,3.03,0.86
209810,CT-2098.1,2290,737,0.48598,0.51402,0.541,0.123,0.336,0.08133,0.24348,0.36829,0.30691,0.21079,0.22149,0.22437,0.21655,0.1268,0.389,0.209,0.172,0.132,0.038,0.031,0.029,2.86,0.57
209820,CT-2098.2,2113,780,0.50335,0.49665,0.671,0.105,0.224,0.07797,0.23449,0.46784,0.21969,0.29092,0.28015,0.27352,0.13842,0.01699,0.309,0.145,0.195,0.155,0.081,0.019,0.096,3.61,1.06
210010,CT-2100.1,2698,1224,0.50972,0.49028,0.655,0.052,0.293,0.06208,0.18581,0.38271,0.3694,0.26776,0.27513,0.19169,0.1937,0.07172,0.39439,0.19019,0.15816,0.12513,0.02302,0.10911,0,2.72,0.6
211000,CT-2110,4374,1950,0.47447,0.52553,0.662,0.062,0.276,0.00158,0.005,0.12464,0.86879,0.20548,0.24658,0.20527,0.29174,0.05094,0.085,0.024,0.061,0.1,0.095,0.195,0.44,2.59,0.43
211121,CT-2111.21,1978,865,0.46901,0.53099,0.719,0.105,0.176,0.01198,0.03535,0.30677,0.6459,0.24267,0.38079,0.19726,0.14475,0.03453,0.141,0.119,0.168,0.186,0.238,0.116,0.032,2.57,0.42
211122,CT-2111.22,2448,1142,0.54001,0.45999,0.707,0.019,0.274,0.03583,0.10795,0.24208,0.61415,0.24892,0.38685,0.23527,0.08513,0.04382,0.23323,0.0971,0.15315,0.25926,0.06807,0.12713,0.06206,2.56,0.55
211123,CT-2111.23,1478,784,0.49391,0.50609,0.621,0.076,0.303,0.01824,0.05547,0.20593,0.72036,0.13938,0.41137,0.20636,0.19621,0.04668,0.2002,0.13514,0.08509,0.15215,0.07307,0.14515,0.20921,1.89,0.04
211124,CT-2111.24,4214,2063,0.43009,0.56991,0.751,0.098,0.151,0.02012,0.06037,0.24255,0.67695,0.16838,0.27339,0.23656,0.30405,0.01762,0.18981,0.15185,0.12488,0.22677,0.14486,0.05994,0.1019,2.3,0.36
211201,CT-2112.01,2406,995,0.51287,0.48713,0.685,0.057,0.258,0.03947,0.11791,0.41498,0.42763,0.25088,0.32732,0.22266,0.15092,0.04822,0.14715,0.08509,0.15816,0.32733,0.11011,0.07808,0.09409,2.69,0.44
211202,CT-2112.02,2000,905,0.45828,0.54172,0.717,0.063,0.22,0.02753,0.08259,0.41712,0.47277,0.22302,0.27173,0.28271,0.18147,0.04107,0.147,0.17,0.293,0.168,0.124,0.035,0.063,2.45,0.32
211310,CT-2113.1,3247,1362,0.52969,0.47031,0.78,0.066,0.154,0.0393,0.11833,0.45718,0.38519,0.33333,0.28376,0.19259,0.17322,0.01709,0.253,0.119,0.186,0.213,0.087,0.128,0.014,2.8,0.57
211320,CT-2113.2,2517,1236,0.49665,0.50335,0.614,0.049,0.337,0.0277,0.08357,0.38204,0.50669,0.2639,0.31879,0.19375,0.17993,0.04362,0.47,0.073,0.111,0.169,0.077,0.076,0.024,2.64,0.7
211410,CT-2114.1,2494,1118,0.52079,0.47921,0.709,0.05,0.241,0.03232,0.09739,0.3081,0.5622,0.21725,0.2081,0.27746,0.24225,0.05493,0.15185,0.14585,0.14585,0.1978,0.13087,0.12587,0.1019,2.72,0.58
211420,CT-2114.2,2788,1264,0.56313,0.43687,0.816,0.053,0.131,0.02369,0.07108,0.32972,0.5755,0.20571,0.38056,0.22196,0.16888,0.02289,0.20721,0.12513,0.21021,0.15516,0.05405,0.0951,0.15315,2.55,0.44
211500,CT-2115,3438,1742,0.47311,0.52689,0.716,0.046,0.238,0.01175,0.03525,0.29504,0.65796,0.19429,0.20977,0.25434,0.26555,0.07606,0.2032,0.05606,0.13213,0.18819,0.08709,0.10811,0.22523,2.38,0.46
211701,CT-2117.01,2232,1152,0.50195,0.49805,0.639,0.074,0.287,0.00303,0.0091,0.25797,0.72989,0.19289,0.25481,0.15607,0.1954,0.20084,0.18118,0.04004,0.04605,0.24825,0.11111,0.1992,0.17417,2.22,0.33
211703,CT-2117.03,3968,2126,0.46535,0.53465,0.7,0.043,0.257,0.01295,0.03915,0.37104,0.57686,0.20161,0.29863,0.24823,0.19782,0.05372,0.234,0.09,0.114,0.302,0.095,0.114,0.051,2.14,0.34
211704,CT-2117.04,2600,1653,0.47987,0.52013,0.723,0.036,0.241,0.02545,0.07676,0.24614,0.65165,0.14637,0.31915,0.20176,0.17828,0.15444,0.30969,0.13087,0.12488,0.19081,0.06494,0.0989,0.07992,1.71,0.17
211802,CT-2118.02,3805,2103,0.49236,0.50764,0.691,0.046,0.263,0.02468,0.07374,0.28397,0.6176,0.18429,0.3852,0.19084,0.18353,0.05614,0.29359,0.10922,0.17936,0.16934,0.12926,0.08016,0.03908,2.04,0.28
211803,CT-2118.03,3202,1520,0.47006,0.52994,0.682,0.072,0.246,0.00789,0.02403,0.22991,0.73816,0.22075,0.35077,0.24993,0.16758,0.01098,0.19461,0.12974,0.09681,0.26647,0.06986,0.17764,0.06487,2.54,0.51
211804,CT-2118.04,2680,1315,0.44791,0.55209,0.639,0.121,0.24,0.016,0.04842,0.32674,0.60884,0.20875,0.26204,0.26853,0.19166,0.06901,0.22923,0.16216,0.16817,0.16016,0.16116,0.05906,0.06006,2.33,0.43
211910,CT-2119.1,3799,1937,0.55703,0.44297,0.735,0.047,0.218,0.02933,0.08767,0.36771,0.51529,0.24111,0.37186,0.21974,0.13522,0.03207,0.155,0.161,0.161,0.308,0.116,0.084,0.015,2.2,0.33
211921,CT-2119.21,1961,925,0.53421,0.46579,0.691,0,0.309,0.0225,0.06809,0.4322,0.47721,0.19971,0.41723,0.23147,0.11838,0.03321,0.293,0.176,0.234,0.202,0.053,0.038,0.004,2.54,0.45
211922,CT-2119.22,2928,1256,0.53839,0.46161,0.698,0.103,0.199,0.03304,0.09913,0.27592,0.5919,0.23361,0.38418,0.23064,0.1397,0.01186,0.169,0.139,0.218,0.293,0.104,0.055,0.022,2.76,0.5
212101,CT-2121.01,2543,1455,0.48215,0.51785,0.745,0.027,0.228,0.02225,0.06721,0.16985,0.74069,0.19004,0.40153,0.19272,0.1954,0.02031,0.243,0.113,0.13,0.195,0.104,0.129,0.086,1.87,0.16
212102,CT-2121.02,2072,1248,0.54366,0.45634,0.623,0.03,0.347,0.02486,0.07401,0.19944,0.70169,0.24018,0.2755,0.2,0.16645,0.11788,0.36164,0.1998,0.17083,0.08791,0.05395,0.1019,0.02398,2.16,0.54
212202,CT-2122.02,2758,1281,0.5661,0.4339,0.699,0.06,0.241,0.04746,0.14197,0.39001,0.42055,0.24199,0.42086,0.15598,0.155,0.02616,0.35035,0.13313,0.15215,0.21522,0.08709,0.04605,0.01602,2.64,0.6
212203,CT-2122.03,2709,1626,0.4531,0.5469,0.598,0.048,0.354,0.0617,0.18466,0.37285,0.38078,0.21674,0.27705,0.23484,0.13338,0.13799,0.44,0.088,0.126,0.158,0.065,0.077,0.046,1.77,0.18
212204,CT-2122.04,2649,1294,0.50845,0.49155,0.665,0.039,0.296,0.0555,0.16651,0.40138,0.37661,0.27038,0.31304,0.19608,0.16305,0.05745,0.4014,0.14114,0.14214,0.1992,0.04104,0.05305,0.02202,2.47,0.55
212303,CT-2123.03,3283,1643,0.49281,0.50719,0.678,0.059,0.263,0.05419,0.16221,0.32941,0.45419,0.26006,0.42204,0.19725,0.11515,0.00551,0.30869,0.15684,0.07992,0.21778,0.10689,0.05594,0.07393,2.53,0.57
212304,CT-2123.04,1365,737,0.48313,0.51687,0.702,0.078,0.22,0.04085,0.1217,0.35064,0.48681,0.27402,0.37911,0.19794,0.09026,0.05867,0.413,0.145,0.168,0.235,0,0.03,0.009,2.29,0.55
212305,CT-2123.05,2286,1007,0.50341,0.49659,0.706,0.055,0.239,0.05085,0.15201,0.46928,0.32786,0.32389,0.30512,0.2201,0.13581,0.01509,0.34965,0.17183,0.12687,0.23477,0.05694,0.03097,0.02897,3.06,0.93
212306,CT-2123.06,2533,1138,0.57281,0.42719,0.742,0.068,0.19,0.0383,0.11444,0.44993,0.39732,0.25554,0.27135,0.27346,0.15571,0.04394,0.24675,0.18981,0.19381,0.12687,0.06993,0.13387,0.03896,2.87,0.78
212410,CT-2124.1,3641,1609,0.52175,0.47825,0.741,0.04,0.219,0.03258,0.09806,0.4071,0.46226,0.22042,0.38443,0.21389,0.15644,0.02481,0.233,0.094,0.243,0.16,0.084,0.14,0.046,2.7,0.5
212420,CT-2124.2,2543,1168,0.46095,0.53905,0.71,0.03,0.26,0.02999,0.08996,0.39891,0.48114,0.25379,0.32993,0.21184,0.13148,0.07296,0.24725,0.14014,0.21121,0.16617,0.12012,0.08308,0.03203,2.66,0.63
212501,CT-2125.01,1752,960,0.48747,0.51253,0.765,0.023,0.212,0.04107,0.12386,0.29465,0.54042,0.20903,0.4331,0.21548,0.09404,0.04836,0.25275,0.0999,0.18881,0.16783,0.14386,0.07293,0.07393,2.08,0.3
212502,CT-2125.02,2406,1270,0.48062,0.51938,0.806,0.031,0.163,0.03907,0.11722,0.21515,0.62856,0.21468,0.32709,0.19126,0.20609,0.06089,0.159,0.065,0.254,0.2,0.125,0.123,0.074,2.03,0.26
212610,CT-2126.1,3998,1811,0.48544,0.51456,0.685,0.032,0.283,0.01656,0.04997,0.34812,0.58535,0.21409,0.29678,0.22315,0.21522,0.05075,0.27327,0.03504,0.15616,0.14915,0.09309,0.11712,0.17618,2.62,0.47
212620,CT-2126.2,3465,1781,0.50704,0.49296,0.706,0.061,0.233,0.03003,0.09042,0.26894,0.61061,0.21757,0.33951,0.21757,0.17808,0.04727,0.268,0.102,0.189,0.219,0.1,0.08,0.042,2.28,0.4
212701,CT-2127.01,1923,793,0.48488,0.51512,0.594,0.034,0.372,0.02095,0.06284,0.32855,0.58767,0.22416,0.18546,0.20434,0.2605,0.12553,0.22,0.091,0.144,0.116,0.081,0.119,0.229,2.69,0.56
212702,CT-2127.02,3192,1457,0.49945,0.50055,0.717,0.044,0.239,0.00506,0.01552,0.19507,0.78434,0.13311,0.24955,0.23228,0.29273,0.09232,0.201,0.03,0.126,0.09,0.113,0.117,0.323,2.41,0.32
212800,CT-2128,3017,1465,0.47656,0.52344,0.699,0.049,0.252,0.01228,0.03649,0.31286,0.63837,0.14761,0.26193,0.22864,0.26665,0.09516,0.174,0.103,0.221,0.104,0.042,0.154,0.202,2.3,0.25
212900,CT-2129,3344,1471,0.55705,0.44295,0.731,0.057,0.212,0.02747,0.08208,0.42948,0.46097,0.2239,0.23214,0.26268,0.22151,0.05976,0.219,0.192,0.11,0.16,0.163,0.076,0.08,2.75,0.57
213100,CT-2131,2607,1043,0.50146,0.49854,0.572,0.024,0.404,0.03152,0.09499,0.25302,0.62047,0.19461,0.26515,0.24318,0.19532,0.10174,0.348,0.1,0.174,0.107,0.061,0.095,0.115,2.88,0.49
