Unnamed: 0,customer,order,total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,labels,class
0,0,0,0.29104477611940294,23.03,4,13,9.46,87.06,3.48,0.0,0.0,0.0,0.0,0.0,5,6
1,0,1,0.23880597014925373,1.22,5,13,15.87,75.8,6.22,2.12,0.0,0.0,0.0,0.0,5,6
2,0,2,0.33582089552238803,18.08,4,13,16.88,56.75,3.37,16.48,6.53,0.0,0.0,0.0,5,6
3,1,3,0.3805970149253731,16.51,1,12,28.81,35.99,11.78,4.62,2.87,15.92,0.0,0.0,7,3
4,1,4,0.3507462686567164,18.31,2,11,24.13,60.38,7.78,7.72,0.0,0.0,0.0,0.0,5,6
5,1,5,0.01492537313432836,23.89,4,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
6,1,6,0.21641791044776118,17.26,1,10,13.01,51.84,29.36,5.79,0.0,0.0,0.0,0.0,5,6
7,1,7,0.04477611940298507,6.61,4,8,17.21,67.93,14.86,0.0,0.0,0.0,0.0,0.0,5,6
8,1,8,0.21641791044776118,22.29,1,12,15.5,61.65,22.85,0.0,0.0,0.0,0.0,0.0,5,6
9,1,9,0.2835820895522388,20.39,2,12,15.29,44.11,12.28,8.9,15.53,3.9,0.0,0.0,5,6
10,1,10,0.08208955223880599,18.41,4,9,16.92,70.15,12.93,0.0,0.0,0.0,0.0,0.0,5,6
11,1,11,0.00746268656716418,15.0,1,8,0.0,39.93,60.07,0.0,0.0,0.0,0.0,0.0,1,1
12,1,12,0.17910447761194032,18.86,1,9,22.9,40.36,14.47,10.68,0.0,11.58,0.0,0.0,5,6
13,1,13,0.21641791044776118,16.38,1,11,11.46,79.06,9.48,0.0,0.0,0.0,0.0,0.0,5,6
14,1,14,0.19402985074626866,17.41,1,10,13.37,45.57,28.61,0.0,0.0,12.46,0.0,0.0,5,6
15,1,15,0.15671641791044777,21.8,1,9,48.23,20.37,15.38,8.29,7.73,0.0,0.0,0.0,2,7
16,1,16,0.23880597014925373,17.31,1,11,12.88,64.26,9.43,0.0,13.42,0.0,0.0,0.0,5,6
17,1,17,0.16417910447761194,18.76,1,11,14.57,43.42,22.09,13.18,6.74,0.0,0.0,0.0,5,6
18,1,18,0.1865671641791045,16.49,1,12,24.27,33.09,16.18,0.0,0.0,26.47,0.0,0.0,7,3
19,1,19,0.12686567164179105,19.52,1,13,23.22,56.85,19.93,0.0,0.0,0.0,0.0,0.0,5,6
20,1,20,0.17910447761194032,17.89,2,11,14.62,32.77,18.71,0.0,0.0,0.0,33.9,0.0,5,6
21,1,21,0.29104477611940294,17.27,1,10,20.19,63.32,11.53,4.97,0.0,0.0,0.0,0.0,5,6
22,1,22,0.22388059701492538,16.62,5,9,18.66,47.13,17.5,0.0,0.0,16.71,0.0,0.0,7,3
23,2,23,0.1492537313432836,2.97,6,23,24.1,22.29,38.69,14.92,0.0,0.0,0.0,0.0,3,5
24,3,24,0.16417910447761194,2.21,1,10,36.51,31.93,27.18,4.38,0.0,0.0,0.0,0.0,2,7
25,3,25,0.4552238805970149,4.19,7,21,12.47,68.13,3.46,15.93,0.0,0.0,0.0,0.0,5,6
26,3,26,0.15671641791044777,3.23,1,10,25.45,36.17,10.34,28.03,0.0,0.0,0.0,0.0,5,6
27,3,27,0.0,0.0,2,20,12.5,67.74,0.0,19.76,0.0,0.0,0.0,0.0,5,6
28,3,28,0.15671641791044777,5.8,1,13,5.2,65.05,13.3,16.45,0.0,0.0,0.0,0.0,5,6
29,3,29,0.09701492537313433,0.0,4,12,28.26,56.4,15.34,0.0,0.0,0.0,0.0,0.0,5,6
30,3,30,0.20895522388059704,1.25,1,10,37.61,44.11,11.95,6.34,0.0,0.0,0.0,0.0,5,6
32,3,32,0.43283582089552236,2.62,4,12,10.91,68.73,3.6,16.77,0.0,0.0,0.0,0.0,5,6
33,3,33,0.22388059701492538,15.02,1,12,27.55,22.82,5.96,0.0,0.0,0.0,43.67,0.0,6,8
34,3,34,0.2761194029850746,0.0,1,11,21.35,69.37,9.28,0.0,0.0,0.0,0.0,0.0,5,6
35,3,35,0.26119402985074625,0.6,1,12,23.57,48.0,13.76,14.67,0.0,0.0,0.0,0.0,5,6
36,3,36,0.02238805970149254,2.86,2,11,55.24,44.76,0.0,0.0,0.0,0.0,0.0,0.0,2,7
37,3,37,0.1865671641791045,4.82,1,12,22.8,57.01,16.12,4.07,0.0,0.0,0.0,0.0,5,6
39,3,39,0.16417910447761194,0.48,5,12,42.37,50.97,0.0,6.66,0.0,0.0,0.0,0.0,5,6
41,3,41,0.0,0.0,1,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
42,3,42,0.21641791044776118,4.85,1,12,13.48,56.35,10.8,19.37,0.0,0.0,0.0,0.0,5,6
43,3,43,0.1044776119402985,0.41,2,13,65.64,12.36,21.99,0.0,0.0,0.0,0.0,0.0,2,7
44,3,44,0.12686567164179105,7.23,7,19,17.31,72.43,10.26,0.0,0.0,0.0,0.0,0.0,5,6
45,3,45,0.26119402985074625,5.45,1,16,38.53,49.12,6.86,5.49,0.0,0.0,0.0,0.0,5,6
46,3,46,0.29104477611940294,0.0,1,11,28.48,58.01,8.88,4.63,0.0,0.0,0.0,0.0,5,6
47,4,47,0.12686567164179105,0.65,3,9,8.23,82.63,9.14,0.0,0.0,0.0,0.0,0.0,5,6
48,4,48,0.1044776119402985,5.49,1,10,0.0,86.42,12.31,1.27,0.0,0.0,0.0,0.0,5,6
49,4,49,0.00746268656716418,3.06,1,13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7
50,4,50,0.23134328358208958,4.55,1,10,8.39,73.2,5.78,9.03,3.61,0.0,0.0,0.0,5,6
51,4,51,0.17164179104477612,4.28,1,8,23.35,54.11,20.64,0.0,0.0,0.0,1.9,0.0,5,6
53,4,53,0.20149253731343283,1.39,1,8,17.06,74.68,5.21,3.04,0.0,0.0,0.0,0.0,5,6
55,4,55,0.12686567164179105,5.81,7,21,0.0,53.76,33.55,12.69,0.0,0.0,0.0,0.0,3,5
56,4,56,0.19402985074626866,3.1,3,19,36.49,53.59,9.92,0.0,0.0,0.0,0.0,0.0,5,6
57,4,57,0.0,3.48,4,12,89.37,10.63,0.0,0.0,0.0,0.0,0.0,0.0,2,7
58,4,58,0.06716417910447761,2.37,7,20,0.0,66.51,15.74,17.75,0.0,0.0,0.0,0.0,5,6
59,4,59,0.1865671641791045,5.46,7,21,2.82,63.5,18.03,8.45,7.2,0.0,0.0,0.0,5,6
60,4,60,0.12686567164179105,0.0,7,9,4.36,79.61,14.69,1.34,0.0,0.0,0.0,0.0,5,6
62,4,62,0.23134328358208958,1.75,7,21,19.32,66.91,12.3,1.46,0.0,0.0,0.0,0.0,5,6
63,4,63,0.08208955223880599,0.37,4,16,42.59,39.73,5.89,11.79,0.0,0.0,0.0,0.0,5,6
64,4,64,0.09701492537313433,0.0,2,12,0.0,67.33,16.09,16.58,0.0,0.0,0.0,0.0,5,6
65,4,65,0.02238805970149254,0.0,2,12,47.08,16.59,36.33,0.0,0.0,0.0,0.0,0.0,2,7
67,4,67,0.04477611940298507,0.0,3,12,37.17,62.83,0.0,0.0,0.0,0.0,0.0,0.0,5,6
68,4,68,0.09701492537313433,0.94,1,10,30.93,54.68,14.39,0.0,0.0,0.0,0.0,0.0,5,6
69,4,69,0.029850746268656712,5.0,2,22,0.0,60.98,0.0,39.02,0.0,0.0,0.0,0.0,5,6
70,4,70,0.08955223880597016,17.78,7,11,47.05,36.73,7.79,8.42,0.0,0.0,0.0,0.0,3,5
71,4,71,0.02238805970149254,7.22,1,7,64.64,0.0,0.0,35.36,0.0,0.0,0.0,0.0,2,7
72,4,72,0.1417910447761194,7.34,2,13,23.79,54.47,21.74,0.0,0.0,0.0,0.0,0.0,5,6
73,4,73,0.05223880597014926,0.0,1,11,0.0,73.6,12.4,4.98,9.02,0.0,0.0,0.0,5,6
74,4,74,0.06716417910447761,1.7,4,21,17.76,48.9,26.5,6.84,0.0,0.0,0.0,0.0,5,6
76,5,76,0.1119402985074627,11.76,2,23,6.84,0.0,24.02,26.87,10.21,0.0,32.06,0.0,4,4
77,6,77,0.23880597014925373,2.59,2,12,35.6,10.45,44.21,9.74,0.0,0.0,0.0,0.0,2,7
78,6,78,0.3208955223880597,4.07,1,11,52.0,9.61,26.43,6.43,5.53,0.0,0.0,0.0,2,7
79,6,79,0.20149253731343283,1.51,3,7,48.6,24.8,5.63,2.24,10.31,0.0,0.0,8.42,2,7
80,6,80,0.25373134328358204,6.94,1,12,33.75,31.1,21.84,0.0,6.41,0.0,0.0,6.9,2,7
81,6,81,0.20895522388059704,4.83,1,12,27.56,28.15,11.96,10.02,4.21,0.0,18.09,0.0,2,7
82,6,82,0.20895522388059704,1.87,1,14,29.61,29.89,15.02,11.98,0.0,0.0,13.51,0.0,2,7
83,6,83,0.2761194029850746,3.1,3,16,41.65,20.96,24.41,12.98,0.0,0.0,0.0,0.0,2,7
84,6,84,0.29104477611940294,2.31,4,9,36.86,25.95,21.31,0.0,0.0,0.0,15.88,0.0,2,7
85,6,85,0.29850746268656714,0.49,7,15,42.61,32.52,5.59,3.52,1.99,0.0,13.78,0.0,3,5
86,6,86,0.2761194029850746,3.11,4,13,43.63,26.36,13.94,7.93,0.0,0.0,8.14,0.0,2,7
87,6,87,0.24626865671641793,0.89,3,11,39.99,20.91,31.03,4.69,0.0,0.0,0.0,3.38,2,7
88,6,88,0.2761194029850746,0.76,2,14,27.16,33.56,19.88,2.77,0.0,0.0,16.63,0.0,5,6
89,6,89,0.2761194029850746,2.42,1,20,52.08,14.71,15.13,0.93,0.0,0.0,0.0,17.14,2,7
90,7,90,0.25373134328358204,0.93,1,20,23.7,52.54,13.93,0.0,9.83,0.0,0.0,0.0,5,6
91,8,91,0.3582089552238806,22.61,2,23,15.62,49.03,21.49,2.24,11.62,0.0,0.0,0.0,5,6
92,8,92,0.1417910447761194,18.59,4,12,41.34,26.76,18.92,12.98,0.0,0.0,0.0,0.0,2,7
93,8,93,0.08208955223880599,30.6,1,22,24.87,0.0,15.77,48.51,10.85,0.0,0.0,0.0,4,4
94,8,94,0.20149253731343283,34.9,1,13,33.74,46.96,12.12,1.62,5.57,0.0,0.0,0.0,5,6
95,8,95,0.3656716417910448,20.63,2,13,27.8,49.39,22.81,0.0,0.0,0.0,0.0,0.0,5,6
96,8,96,0.19402985074626866,24.44,4,22,7.18,33.83,53.07,5.92,0.0,0.0,0.0,0.0,1,1
97,8,97,0.17164179104477612,20.71,1,11,29.16,34.48,8.06,25.0,3.3,0.0,0.0,0.0,2,7
98,8,98,0.23134328358208958,16.88,5,12,13.02,60.08,26.9,0.0,0.0,0.0,0.0,0.0,5,6
99,9,99,0.1119402985074627,3.26,2,8,0.0,50.71,37.16,6.18,0.0,0.0,5.96,0.0,5,6
100,9,100,0.15671641791044777,0.82,6,17,18.27,64.24,15.46,2.04,0.0,0.0,0.0,0.0,5,6
101,9,101,0.06716417910447761,6.27,7,10,18.1,62.86,0.0,0.0,0.0,19.05,0.0,0.0,7,3
103,9,103,0.08208955223880599,4.36,7,23,2.62,25.94,50.35,0.0,0.0,21.08,0.0,0.0,7,3
104,9,104,0.07462686567164178,6.3,2,9,19.82,68.75,4.53,6.9,0.0,0.0,0.0,0.0,5,6
105,9,105,0.05223880597014926,0.0,1,8,5.35,89.89,4.77,0.0,0.0,0.0,0.0,0.0,5,6
106,9,106,0.09701492537313433,1.84,1,11,0.0,58.39,6.62,10.44,0.0,24.55,0.0,0.0,7,3
107,9,107,0.17164179104477612,8.02,7,10,25.62,19.48,17.34,8.28,29.27,0.0,0.0,0.0,0,0
109,9,109,0.12686567164179105,3.72,6,14,8.69,80.31,8.24,2.76,0.0,0.0,0.0,0.0,5,6
110,9,110,0.17164179104477612,1.46,6,15,13.09,57.51,25.37,2.49,0.0,0.0,1.54,0.0,5,6
111,10,111,0.12686567164179105,15.94,1,19,9.37,0.0,0.0,42.45,48.18,0.0,0.0,0.0,0,0
112,10,112,0.1492537313432836,6.93,3,22,4.93,0.0,0.0,34.17,54.72,6.17,0.0,0.0,0,0
113,11,113,0.32835820895522383,16.42,1,11,30.41,8.28,7.95,9.85,1.82,7.46,34.22,0.0,2,7
114,11,114,0.3805970149253731,20.5,2,17,31.74,4.87,2.28,10.1,7.61,0.0,43.4,0.0,2,7
115,11,115,0.13432835820895522,16.27,4,21,17.02,3.77,3.12,0.0,0.0,0.0,76.1,0.0,6,8
116,11,116,0.20895522388059704,16.08,2,8,44.73,3.24,5.84,25.13,3.87,0.0,17.18,0.0,2,7
117,11,117,0.4701492537313433,18.22,3,16,34.33,5.96,2.18,19.31,11.78,10.97,13.59,0.0,2,7
118,12,118,0.5746268656716418,1.84,7,17,32.36,7.83,15.68,9.94,5.68,1.3,27.21,0.0,3,5
119,12,119,0.1119402985074627,3.13,4,23,23.02,3.2,18.48,26.39,3.8,0.0,25.12,0.0,4,4
120,12,120,0.1492537313432836,0.53,5,13,29.91,3.33,21.63,6.65,0.0,0.0,38.48,0.0,6,8
121,12,121,0.1492537313432836,4.11,1,12,12.05,7.99,15.8,24.65,0.0,0.0,39.51,0.0,6,8
122,12,122,0.29850746268656714,3.63,1,14,30.12,0.68,24.1,5.84,0.0,0.0,39.26,0.0,2,7
123,12,123,0.1865671641791045,0.61,3,14,38.01,0.0,21.13,3.87,1.89,0.0,35.09,0.0,2,7
124,12,124,0.20149253731343283,0.09,2,22,20.06,0.0,27.57,34.37,0.0,0.0,17.99,0.0,4,4
125,12,125,0.25373134328358204,2.09,3,15,23.18,0.0,10.95,15.49,0.0,0.0,50.38,0.0,6,8
126,12,126,0.1044776119402985,1.62,3,14,31.58,9.31,18.55,4.12,0.0,0.0,36.44,0.0,6,8
127,13,127,0.19402985074626866,0.0,1,9,0.0,76.95,0.0,0.0,8.28,0.0,14.77,0.0,5,6
128,14,128,0.1492537313432836,7.74,7,22,44.64,30.76,0.0,6.65,17.94,0.0,0.0,0.0,3,5
129,14,129,0.1417910447761194,3.5,1,9,48.91,7.19,11.93,16.15,7.07,0.0,8.74,0.0,2,7
130,14,130,0.19402985074626866,6.28,1,12,27.77,19.7,9.76,25.35,11.33,0.0,6.1,0.0,2,7
131,14,131,0.15671641791044777,1.16,1,9,56.44,18.25,5.56,11.48,2.81,0.0,5.45,0.0,2,7
132,14,132,0.1865671641791045,0.8,3,14,34.48,25.13,12.76,12.66,14.97,0.0,0.0,0.0,2,7
133,14,133,0.29850746268656714,2.88,1,14,37.12,19.55,22.32,10.84,10.17,0.0,0.0,0.0,2,7
134,14,134,0.29850746268656714,1.16,1,12,32.05,6.14,22.01,16.6,9.5,0.0,13.7,0.0,2,7
135,15,135,0.1417910447761194,10.98,7,14,0.0,12.29,25.54,51.25,6.73,4.19,0.0,0.0,4,4
136,16,136,0.07462686567164178,14.0,5,13,0.0,51.12,28.3,20.58,0.0,0.0,0.0,0.0,5,6
137,17,137,0.3507462686567164,18.1,1,15,11.65,37.46,12.65,0.0,0.0,0.0,38.24,0.0,5,6
138,18,138,0.21641791044776118,19.46,6,12,16.55,51.93,2.61,9.96,18.96,0.0,0.0,0.0,3,5
139,18,139,0.11940298507462688,23.54,1,13,17.46,58.34,0.0,24.21,0.0,0.0,0.0,0.0,5,6
140,18,140,0.07462686567164178,21.57,4,13,1.69,36.07,62.24,0.0,0.0,0.0,0.0,0.0,1,1
141,18,141,0.08208955223880599,21.36,4,13,13.76,45.97,40.26,0.0,0.0,0.0,0.0,0.0,5,6
142,18,142,0.05223880597014926,1.32,4,13,49.42,32.88,0.0,17.7,0.0,0.0,0.0,0.0,2,7
143,19,143,0.08208955223880599,12.66,1,23,11.75,13.42,41.83,33.0,0.0,0.0,0.0,0.0,4,4
144,19,144,0.22388059701492538,33.43,1,23,17.24,50.22,26.7,2.78,0.0,0.0,3.06,0.0,5,6
145,19,145,0.1865671641791045,4.79,2,23,6.1,56.53,37.37,0.0,0.0,0.0,0.0,0.0,5,6
146,20,146,0.30597014925373134,2.18,2,9,22.04,26.11,20.42,10.34,0.0,8.87,12.23,0.0,2,7
147,20,147,0.3208955223880597,5.7,2,8,38.39,1.27,22.12,31.11,0.0,7.11,0.0,0.0,2,7
148,21,148,0.08208955223880599,0.81,3,20,18.39,0.0,32.7,43.74,5.17,0.0,0.0,0.0,4,4
149,21,149,0.11940298507462688,0.78,4,21,23.26,0.0,30.58,35.91,10.25,0.0,0.0,0.0,4,4
150,21,150,0.06716417910447761,0.82,4,12,57.74,0.0,31.71,10.55,0.0,0.0,0.0,0.0,2,7
151,21,151,0.11940298507462688,0.74,1,21,15.56,0.0,27.22,46.6,7.15,0.0,3.47,0.0,4,4
152,22,152,0.1865671641791045,5.19,7,16,9.96,13.96,21.65,21.51,27.56,0.0,5.35,0.0,0,0
153,22,153,0.1865671641791045,0.38,1,10,18.16,23.02,24.69,11.08,19.85,0.0,3.19,0.0,2,7
154,22,154,0.20149253731343283,0.15,5,11,21.24,27.03,29.25,6.57,1.12,14.8,0.0,0.0,7,3
155,22,155,0.1865671641791045,2.69,3,11,24.2,18.84,9.8,30.83,16.33,0.0,0.0,0.0,2,7
156,23,156,0.16417910447761194,0.0,4,23,6.98,84.96,8.06,0.0,0.0,0.0,0.0,0.0,5,6
157,24,157,0.05970149253731343,7.49,1,11,67.74,0.0,0.0,32.26,0.0,0.0,0.0,0.0,2,7
158,25,158,0.12686567164179105,1.3,2,19,1.74,18.27,21.33,25.14,24.13,9.39,0.0,0.0,0,0
159,25,159,0.22388059701492538,5.13,2,20,16.18,34.05,24.79,24.99,0.0,0.0,0.0,0.0,5,6
160,25,160,0.23880597014925373,4.24,7,21,13.09,34.0,23.35,7.72,17.0,4.85,0.0,0.0,3,5
161,25,161,0.20895522388059704,8.92,2,22,26.71,12.99,18.19,35.89,0.0,6.22,0.0,0.0,4,4
162,26,162,0.1417910447761194,0.0,1,18,6.88,0.0,24.65,43.58,3.7,0.0,0.0,21.19,4,4
163,27,163,0.16417910447761194,5.59,1,20,41.82,18.93,39.25,0.0,0.0,0.0,0.0,0.0,2,7
164,27,164,0.06716417910447761,8.69,7,11,31.68,0.0,61.41,2.76,4.15,0.0,0.0,0.0,1,1
165,27,165,0.12686567164179105,0.0,7,12,25.35,6.84,61.86,5.95,0.0,0.0,0.0,0.0,1,1
166,27,166,0.1417910447761194,1.24,1,14,38.92,30.52,14.43,16.13,0.0,0.0,0.0,0.0,2,7
167,27,167,0.20895522388059704,1.35,5,17,16.89,43.23,32.75,7.13,0.0,0.0,0.0,0.0,5,6
168,27,168,0.09701492537313433,0.0,2,18,26.89,34.55,38.56,0.0,0.0,0.0,0.0,0.0,5,6
169,28,169,0.02238805970149254,12.76,1,21,35.99,0.0,11.01,53.0,0.0,0.0,0.0,0.0,4,4
170,28,170,0.01492537313432836,17.93,6,13,24.11,0.0,6.46,69.43,0.0,0.0,0.0,0.0,4,4
171,29,171,0.15671641791044777,2.29,5,12,28.91,25.56,10.74,0.0,0.0,0.0,34.79,0.0,3,5
172,29,172,0.1492537313432836,7.99,6,13,20.59,0.0,13.41,35.81,0.0,0.0,30.19,0.0,4,4
173,29,173,0.30597014925373134,10.0,7,20,12.29,17.27,10.73,10.66,25.15,0.0,23.89,0.0,3,5
174,29,174,0.29104477611940294,3.92,7,23,28.71,11.82,22.15,14.3,0.0,0.0,23.02,0.0,3,5
175,29,175,0.24626865671641793,10.03,7,23,8.76,14.39,16.77,6.93,3.36,0.0,49.79,0.0,6,8
176,29,176,0.3582089552238806,12.39,3,22,10.09,14.87,21.91,53.13,0.0,0.0,0.0,0.0,4,4
177,30,177,0.1492537313432836,9.91,3,19,82.54,0.0,0.0,17.46,0.0,0.0,0.0,0.0,2,7
178,31,178,0.29850746268656714,7.69,7,19,28.84,26.56,17.2,24.43,2.96,0.0,0.0,0.0,3,5
179,31,179,0.4104477611940298,2.01,1,18,22.56,20.08,25.77,6.36,9.38,15.85,0.0,0.0,7,3
180,32,180,0.5522388059701492,2.78,1,23,23.13,17.26,40.4,6.15,4.68,5.16,3.2,0.0,2,7
181,33,181,0.21641791044776118,0.0,1,21,2.14,33.72,37.41,17.53,9.2,0.0,0.0,0.0,5,6
182,33,182,0.20895522388059704,7.01,7,11,8.71,36.35,34.99,19.95,0.0,0.0,0.0,0.0,3,5
183,33,183,0.15671641791044777,9.63,4,15,31.6,21.88,9.34,34.49,2.68,0.0,0.0,0.0,4,4
184,33,184,0.16417910447761194,4.09,3,15,15.2,19.15,40.01,9.16,12.07,0.0,4.41,0.0,1,1
185,33,185,0.17164179104477612,1.98,7,22,52.45,19.14,21.53,3.33,0.0,0.0,3.54,0.0,3,5
186,34,186,0.15671641791044777,25.95,1,12,22.27,0.0,51.86,6.15,0.0,19.72,0.0,0.0,7,3
187,35,187,0.23880597014925373,1.76,2,20,24.27,0.0,45.2,30.53,0.0,0.0,0.0,0.0,2,7
188,35,188,0.20149253731343283,3.9,1,20,46.66,0.0,30.16,23.18,0.0,0.0,0.0,0.0,2,7
189,35,189,0.08955223880597016,3.13,7,20,22.46,0.0,19.16,58.38,0.0,0.0,0.0,0.0,4,4
190,35,190,0.21641791044776118,2.94,4,18,43.09,0.0,30.03,26.88,0.0,0.0,0.0,0.0,2,7
191,36,191,0.26865671641791045,7.48,2,8,28.01,6.23,30.64,20.6,14.52,0.0,0.0,0.0,2,7
192,37,192,0.15671641791044777,19.17,3,8,15.96,0.0,0.0,41.76,42.28,0.0,0.0,0.0,0,0
193,37,193,0.1119402985074627,12.68,3,16,0.0,0.0,0.0,49.69,33.88,16.43,0.0,0.0,0,0
194,37,194,0.09701492537313433,9.14,1,10,8.93,0.0,0.0,44.4,46.67,0.0,0.0,0.0,0,0
195,38,195,0.11940298507462688,0.0,4,12,21.81,6.09,63.07,0.0,9.03,0.0,0.0,0.0,1,1
196,38,196,0.13432835820895522,1.01,4,11,23.4,7.24,46.79,22.56,0.0,0.0,0.0,0.0,1,1
197,38,197,0.1417910447761194,0.0,3,13,7.41,14.49,60.29,17.82,0.0,0.0,0.0,0.0,1,1
199,40,199,0.4701492537313433,3.16,4,23,40.14,48.3,7.2,1.58,0.0,0.0,2.78,0.0,5,6
200,41,200,0.11940298507462688,18.67,1,13,16.61,41.69,5.04,17.26,10.85,8.54,0.0,0.0,5,6
201,41,201,0.3656716417910448,18.85,2,23,25.75,36.34,13.03,3.38,6.73,14.78,0.0,0.0,5,6
202,41,202,0.3656716417910448,23.9,7,21,5.64,53.37,7.66,13.39,19.95,0.0,0.0,0.0,3,5
203,41,203,0.32835820895522383,20.26,4,20,27.28,57.12,7.95,5.77,1.88,0.0,0.0,0.0,5,6
204,41,204,0.15671641791044777,20.42,1,11,40.5,15.43,44.07,0.0,0.0,0.0,0.0,0.0,2,7
205,41,205,0.26865671641791045,26.01,4,22,24.22,25.01,9.55,17.81,23.41,0.0,0.0,0.0,0,0
206,41,206,0.20895522388059704,18.14,4,22,41.73,41.58,16.69,0.0,0.0,0.0,0.0,0.0,5,6
207,41,207,0.26119402985074625,17.52,1,22,48.16,44.64,4.83,0.0,2.37,0.0,0.0,0.0,5,6
208,41,208,0.17910447761194032,20.75,4,8,26.34,40.75,4.0,13.43,7.19,8.29,0.0,0.0,5,6
209,41,209,0.24626865671641793,19.27,1,8,23.32,33.03,19.69,11.12,12.84,0.0,0.0,0.0,5,6
210,41,210,0.3731343283582089,19.09,2,23,28.79,50.08,17.31,0.0,3.82,0.0,0.0,0.0,5,6
211,42,211,0.17910447761194032,2.95,1,2,11.07,17.87,19.28,6.89,6.36,0.0,38.52,0.0,6,8
212,42,212,0.2835820895522388,6.7,7,16,12.68,30.62,15.18,0.0,7.69,0.0,33.83,0.0,3,5
213,42,213,0.2761194029850746,5.33,3,0,33.89,32.93,18.44,0.0,8.12,0.0,6.62,0.0,2,7
214,42,214,0.13432835820895522,11.07,3,1,1.68,22.3,13.42,18.99,7.59,0.0,36.03,0.0,6,8
215,42,215,0.29104477611940294,7.26,1,0,29.54,20.97,19.11,0.0,0.0,0.0,30.38,0.0,2,7
216,43,216,0.15671641791044777,4.52,3,15,0.0,0.0,28.42,71.58,0.0,0.0,0.0,0.0,4,4
217,43,217,0.17164179104477612,5.61,1,17,0.0,0.0,23.42,74.56,2.02,0.0,0.0,0.0,4,4
218,43,218,0.1119402985074627,9.87,3,16,0.0,0.0,23.69,76.31,0.0,0.0,0.0,0.0,4,4
219,44,219,0.33582089552238803,0.0,7,18,60.78,0.0,7.08,0.0,0.0,0.0,32.14,0.0,3,5
220,45,220,0.1044776119402985,3.66,1,14,0.0,3.89,68.21,6.99,20.9,0.0,0.0,0.0,1,1
221,45,221,0.1119402985074627,1.01,1,18,16.52,3.0,45.36,12.74,22.38,0.0,0.0,0.0,1,1
222,45,222,0.08208955223880599,0.76,3,18,6.0,4.54,56.12,7.2,0.0,26.14,0.0,0.0,7,3
223,46,223,0.1492537313432836,23.84,4,19,0.0,13.08,27.6,35.93,14.91,8.48,0.0,0.0,4,4
224,47,224,0.24626865671641793,1.09,7,18,15.04,18.39,45.89,17.33,3.35,0.0,0.0,0.0,3,5
225,48,225,0.25373134328358204,16.06,1,1,22.56,45.9,11.82,19.72,0.0,0.0,0.0,0.0,5,6
226,48,226,0.15671641791044777,19.49,5,10,27.94,58.33,0.0,0.0,13.74,0.0,0.0,0.0,5,6
227,48,227,0.5671641791044776,5.62,1,0,28.41,26.87,26.08,18.64,0.0,0.0,0.0,0.0,2,7
228,48,228,0.15671641791044777,17.79,1,0,15.68,69.78,10.76,0.0,0.0,0.0,3.78,0.0,5,6
229,48,229,0.1417910447761194,19.43,3,12,10.59,69.45,0.0,19.96,0.0,0.0,0.0,0.0,5,6
230,48,230,0.26119402985074625,20.07,1,10,21.15,47.17,13.17,0.0,18.52,0.0,0.0,0.0,5,6
231,48,231,0.5671641791044776,22.84,2,0,23.18,41.36,10.21,5.57,7.02,0.0,12.65,0.0,5,6
232,48,232,0.13432835820895522,16.83,4,12,56.0,17.14,17.5,0.0,0.0,0.0,9.36,0.0,2,7
233,48,233,0.32835820895522383,16.29,3,10,11.75,51.59,16.96,4.01,11.67,0.0,4.02,0.0,5,6
234,48,234,0.25373134328358204,18.58,1,12,45.88,47.91,6.21,0.0,0.0,0.0,0.0,0.0,5,6
235,48,235,0.33582089552238803,25.37,1,17,29.7,48.09,18.17,4.04,0.0,0.0,0.0,0.0,5,6
236,48,236,0.26865671641791045,16.21,1,13,15.96,63.85,20.19,0.0,0.0,0.0,0.0,0.0,5,6
237,48,237,0.3208955223880597,17.08,7,21,10.9,50.22,23.93,0.0,9.64,0.0,5.31,0.0,3,5
238,48,238,0.0,36.83,1,8,9.83,0.0,0.0,14.64,0.0,0.0,75.54,0.0,6,8
239,48,239,0.1865671641791045,15.96,1,12,16.4,71.23,12.37,0.0,0.0,0.0,0.0,0.0,5,6
240,48,240,0.34328358208955223,20.67,5,0,31.9,68.1,0.0,0.0,0.0,0.0,0.0,0.0,5,6
241,48,241,0.21641791044776118,17.56,1,1,10.81,57.5,20.74,3.58,7.37,0.0,0.0,0.0,5,6
242,48,242,0.22388059701492538,18.33,2,10,19.03,45.58,27.24,8.16,0.0,0.0,0.0,0.0,5,6
243,48,243,0.12686567164179105,17.09,2,12,39.74,19.3,23.08,17.88,0.0,0.0,0.0,0.0,2,7
244,48,244,0.3805970149253731,20.88,1,13,28.99,31.9,17.88,13.19,8.05,0.0,0.0,0.0,2,7
245,48,245,0.23134328358208958,15.81,5,13,3.76,62.39,30.06,0.0,3.8,0.0,0.0,0.0,5,6
246,48,246,0.26865671641791045,18.92,1,1,21.05,60.17,10.38,0.0,0.0,0.0,8.39,0.0,5,6
